,date,location,total_vaccinations,people_fully_vaccinated
262,2021-01-17,Louisiana,,
263,2021-01-17,Maine,,
264,2021-01-17,Maryland,,
265,2021-01-17,Massachusetts,,
266,2021-01-17,Michigan,,
267,2021-01-17,Minnesota,,
268,2021-01-17,Mississippi,,
269,2021-01-17,Missouri,,
270,2021-01-17,Montana,,
271,2021-01-17,Nebraska,,
272,2021-01-17,Nevada,,
273,2021-01-17,New Hampshire,,
274,2021-01-17,New Jersey,,
275,2021-01-17,New Mexico,,
276,2021-01-17,North Carolina,,
277,2021-01-17,North Dakota,,
278,2021-01-17,Ohio,,
279,2021-01-17,Oklahoma,,
280,2021-01-17,Oregon,,
281,2021-01-17,Pennsylvania,,
282,2021-01-17,Rhode Island,,
283,2021-01-17,South Carolina,,
284,2021-01-17,South Dakota,,
285,2021-01-17,Tennessee,,
286,2021-01-17,Texas,,
287,2021-01-17,Utah,,
288,2021-01-17,Vermont,,
289,2021-01-17,Virginia,,
290,2021-01-17,Washington,,
291,2021-01-17,West Virginia,,
292,2021-01-17,Wisconsin,,
293,2021-01-17,Wyoming,,
294,2021-01-18,Alabama,,
295,2021-01-18,Alaska,,
296,2021-01-18,Arizona,,
297,2021-01-18,Arkansas,,
298,2021-01-18,California,,
299,2021-01-18,Colorado,,
300,2021-01-18,Connecticut,,
301,2021-01-18,Delaware,,
302,2021-01-18,Florida,,
303,2021-01-18,Georgia,,
304,2021-01-18,Hawaii,,
305,2021-01-18,Idaho,,
306,2021-01-18,Illinois,,
307,2021-01-18,Indiana,,
308,2021-01-18,Iowa,,
309,2021-01-18,Kansas,,
310,2021-01-18,Kentucky,,
311,2021-01-18,Louisiana,,
312,2021-01-18,Maine,,
313,2021-01-18,Maryland,,
314,2021-01-18,Massachusetts,,
315,2021-01-18,Michigan,,
316,2021-01-18,Minnesota,,
317,2021-01-18,Mississippi,,
318,2021-01-18,Missouri,,
319,2021-01-18,Montana,,
320,2021-01-18,Nebraska,,
321,2021-01-18,Nevada,,
322,2021-01-18,New Hampshire,,
323,2021-01-18,New Jersey,,
324,2021-01-18,New Mexico,,
325,2021-01-18,North Carolina,,
326,2021-01-18,North Dakota,,
327,2021-01-18,Ohio,,
328,2021-01-18,Oklahoma,,
329,2021-01-18,Oregon,,
330,2021-01-18,Pennsylvania,,
331,2021-01-18,Rhode Island,,
332,2021-01-18,South Carolina,,
333,2021-01-18,South Dakota,,
334,2021-01-18,Tennessee,,
335,2021-01-18,Texas,,
336,2021-01-18,Utah,,
337,2021-01-18,Vermont,,
338,2021-01-18,Virginia,,
339,2021-01-18,Washington,,
340,2021-01-18,West Virginia,,
341,2021-01-18,Wisconsin,,
342,2021-01-18,Wyoming,,
343,2021-01-19,Alabama,130795.0,16346.0
344,2021-01-19,Alaska,66331.0,10802.0
345,2021-01-19,Arizona,266276.0,30892.0
346,2021-01-19,Arkansas,142337.0,21734.0
347,2021-01-19,California,1460430.0,260838.0
348,2021-01-19,Colorado,330292.0,49897.0
349,2021-01-19,Connecticut,229524.0,23150.0
350,2021-01-19,Delaware,42557.0,6768.0
351,2021-01-19,Florida,1174685.0,103173.0
352,2021-01-19,Georgia,312336.0,28907.0
353,2021-01-19,Hawaii,63954.0,11319.0
354,2021-01-19,Idaho,63975.0,10165.0
355,2021-01-19,Illinois,525261.0,104533.0
356,2021-01-19,Indiana,334686.0,50862.0
357,2021-01-19,Iowa,144955.0,12629.0
358,2021-01-19,Kansas,118434.0,15602.0
359,2021-01-19,Kentucky,216039.0,12911.0
360,2021-01-19,Louisiana,255591.0,33967.0
361,2021-01-19,Maine,73978.0,10018.0
362,2021-01-19,Maryland,247597.0,21794.0
363,2021-01-19,Massachusetts,318877.0,41053.0
364,2021-01-19,Michigan,483592.0,62780.0
365,2021-01-19,Minnesota,251535.0,42116.0
366,2021-01-19,Mississippi,113572.0,9545.0
367,2021-01-19,Missouri,236254.0,45368.0
368,2021-01-19,Montana,55893.0,8671.0
369,2021-01-19,Nebraska,103689.0,13860.0
370,2021-01-19,Nevada,102840.0,16665.0
371,2021-01-19,New Hampshire,71556.0,7120.0
372,2021-01-19,New Jersey,400148.0,43879.0
373,2021-01-19,New Mexico,138150.0,23236.0
374,2021-01-19,North Carolina,400779.0,54012.0
375,2021-01-19,North Dakota,56608.0,8641.0
376,2021-01-19,Ohio,472084.0,27139.0
377,2021-01-19,Oklahoma,242093.0,30919.0
378,2021-01-19,Oregon,216928.0,23866.0
379,2021-01-19,Pennsylvania,544416.0,79526.0
380,2021-01-19,Rhode Island,54081.0,9902.0
381,2021-01-19,South Carolina,187175.0,30243.0
382,2021-01-19,South Dakota,61113.0,9777.0
383,2021-01-19,Tennessee,351813.0,48867.0
384,2021-01-19,Texas,1403989.0,179801.0
385,2021-01-19,Utah,163205.0,15367.0
386,2021-01-19,Vermont,40581.0,6114.0
387,2021-01-19,Virginia,326894.0,35239.0
388,2021-01-19,Washington,321200.0,45237.0
389,2021-01-19,West Virginia,152657.0,23723.0
390,2021-01-19,Wisconsin,213498.0,23641.0
391,2021-01-19,Wyoming,28057.0,3242.0
392,2021-01-20,Alabama,139200.0,17956.0
393,2021-01-20,Alaska,68293.0,11283.0
394,2021-01-20,Arizona,281887.0,34788.0
395,2021-01-20,Arkansas,173312.0,26541.0
396,2021-01-20,California,1532329.0,273276.0
397,2021-01-20,Colorado,340438.0,51460.0
398,2021-01-20,Connecticut,243140.0,25018.0
399,2021-01-20,Delaware,45640.0,6919.0
400,2021-01-20,Florida,1239975.0,111763.0
401,2021-01-20,Georgia,397048.0,35029.0
402,2021-01-20,Hawaii,71944.0,13833.0
403,2021-01-20,Idaho,69267.0,10738.0
404,2021-01-20,Illinois,539926.0,107651.0
405,2021-01-20,Indiana,356385.0,58616.0
406,2021-01-20,Iowa,149850.0,13995.0
407,2021-01-20,Kansas,122705.0,16013.0
408,2021-01-20,Kentucky,223946.0,13829.0
409,2021-01-20,Louisiana,264400.0,35049.0
410,2021-01-20,Maine,76167.0,10661.0
411,2021-01-20,Maryland,258146.0,24355.0
412,2021-01-20,Massachusetts,330490.0,42062.0
413,2021-01-20,Michigan,508607.0,70535.0
414,2021-01-20,Minnesota,252548.0,42384.0
415,2021-01-20,Mississippi,122586.0,9979.0
416,2021-01-20,Missouri,244476.0,49330.0
417,2021-01-20,Montana,57220.0,9121.0
418,2021-01-20,Nebraska,106283.0,14463.0
419,2021-01-20,Nevada,107133.0,17209.0
420,2021-01-20,New Hampshire,75418.0,8013.0
421,2021-01-20,New Jersey,432220.0,49420.0
422,2021-01-20,New Mexico,143302.0,24706.0
423,2021-01-20,North Carolina,427480.0,58407.0
424,2021-01-20,North Dakota,57657.0,8954.0
425,2021-01-20,Ohio,487481.0,30910.0
426,2021-01-20,Oklahoma,251684.0,32308.0
427,2021-01-20,Oregon,216928.0,23866.0
428,2021-01-20,Pennsylvania,568660.0,85290.0
429,2021-01-20,Rhode Island,56617.0,10696.0
430,2021-01-20,South Carolina,192608.0,30679.0
431,2021-01-20,South Dakota,62518.0,9922.0
432,2021-01-20,Tennessee,358534.0,52051.0
433,2021-01-20,Texas,1471746.0,187503.0
434,2021-01-20,Utah,181792.0,16272.0
435,2021-01-20,Vermont,40814.0,6167.0
436,2021-01-20,Virginia,343366.0,37679.0
437,2021-01-20,Washington,346765.0,49731.0
438,2021-01-20,West Virginia,158621.0,25681.0
439,2021-01-20,Wisconsin,222492.0,27312.0
440,2021-01-20,Wyoming,29309.0,3441.0
441,2021-01-21,Alabama,165919.0,21345.0
442,2021-01-21,Alaska,71907.0,12352.0
443,2021-01-21,Arizona,303899.0,41613.0
444,2021-01-21,Arkansas,173312.0,26541.0
445,2021-01-21,California,1633875.0,293834.0
446,2021-01-21,Colorado,353194.0,54474.0
447,2021-01-21,Connecticut,264707.0,28602.0
448,2021-01-21,Delaware,49369.0,7355.0
449,2021-01-21,Florida,1239975.0,111763.0
450,2021-01-21,Georgia,453862.0,39972.0
451,2021-01-21,Hawaii,79414.0,16132.0
452,2021-01-21,Idaho,73372.0,11760.0
453,2021-01-21,Illinois,570527.0,111933.0
454,2021-01-21,Indiana,387137.0,66801.0
455,2021-01-21,Iowa,158743.0,16860.0
456,2021-01-21,Kansas,130434.0,17430.0
457,2021-01-21,Kentucky,235143.0,15699.0
458,2021-01-21,Louisiana,279398.0,38095.0
459,2021-01-21,Maine,80502.0,12071.0
460,2021-01-21,Maryland,271905.0,28106.0
461,2021-01-21,Massachusetts,353117.0,46247.0
462,2021-01-21,Michigan,548844.0,81014.0
463,2021-01-21,Minnesota,259417.0,46008.0
464,2021-01-21,Mississippi,136691.0,11567.0
465,2021-01-21,Missouri,265382.0,58782.0
466,2021-01-21,Montana,60389.0,9962.0
467,2021-01-21,Nebraska,111841.0,16206.0
468,2021-01-21,Nevada,115991.0,19296.0
469,2021-01-21,New Hampshire,80639.0,10319.0
470,2021-01-21,New Jersey,432220.0,49420.0
471,2021-01-21,New Mexico,152465.0,27014.0
472,2021-01-21,North Carolina,473282.0,66736.0
473,2021-01-21,North Dakota,59245.0,9881.0
474,2021-01-21,Ohio,487481.0,30910.0
475,2021-01-21,Oklahoma,267434.0,34706.0
476,2021-01-21,Oregon,216928.0,23866.0
477,2021-01-21,Pennsylvania,605428.0,96395.0
478,2021-01-21,Rhode Island,59014.0,11136.0
479,2021-01-21,South Carolina,209631.0,34277.0
480,2021-01-21,South Dakota,65377.0,10796.0
481,2021-01-21,Tennessee,375669.0,61743.0
482,2021-01-21,Texas,1544551.0,205538.0
483,2021-01-21,Utah,189578.0,17275.0
484,2021-01-21,Vermont,42835.0,6545.0
485,2021-01-21,Virginia,362092.0,40340.0
486,2021-01-21,Washington,373423.0,55902.0
487,2021-01-21,West Virginia,167548.0,31587.0
488,2021-01-21,Wisconsin,238758.0,32268.0
489,2021-01-21,Wyoming,29309.0,3441.0
490,2021-01-22,Alabama,199314.0,24840.0
491,2021-01-22,Alaska,81096.0,13718.0
492,2021-01-22,Arizona,329349.0,48938.0
493,2021-01-22,Arkansas,201676.0,31600.0
494,2021-01-22,California,1803679.0,321839.0
495,2021-01-22,Colorado,377283.0,62086.0
496,2021-01-22,Connecticut,287440.0,33149.0
497,2021-01-22,Delaware,54257.0,8847.0
498,2021-01-22,Florida,1314377.0,124582.0
499,2021-01-22,Georgia,603486.0,59925.0
500,2021-01-22,Hawaii,84793.0,16802.0
501,2021-01-22,Idaho,77988.0,13075.0
502,2021-01-22,Illinois,607502.0,120754.0
503,2021-01-22,Indiana,414127.0,73986.0
504,2021-01-22,Iowa,170607.0,22429.0
505,2021-01-22,Kansas,137094.0,19325.0
506,2021-01-22,Kentucky,254144.0,22568.0
507,2021-01-22,Louisiana,297655.0,40385.0
508,2021-01-22,Maine,86395.0,14893.0
509,2021-01-22,Maryland,287512.0,30877.0
510,2021-01-22,Massachusetts,370627.0,51662.0
511,2021-01-22,Michigan,595454.0,92473.0
512,2021-01-22,Minnesota,278234.0,53940.0
513,2021-01-22,Mississippi,150524.0,13423.0
514,2021-01-22,Missouri,285697.0,66699.0
515,2021-01-22,Montana,66348.0,11878.0
516,2021-01-22,Nebraska,118450.0,18086.0
517,2021-01-22,Nevada,126458.0,20345.0
518,2021-01-22,New Hampshire,85595.0,12575.0
519,2021-01-22,New Jersey,464363.0,56213.0
520,2021-01-22,New Mexico,162045.0,29278.0
521,2021-01-22,North Carolina,524914.0,74427.0
522,2021-01-22,North Dakota,64105.0,12428.0
523,2021-01-22,Ohio,545499.0,44761.0
524,2021-01-22,Oklahoma,287502.0,37435.0
525,2021-01-22,Oregon,253705.0,34536.0
526,2021-01-22,Pennsylvania,652886.0,112692.0
527,2021-01-22,Rhode Island,61974.0,12023.0
528,2021-01-22,South Carolina,229002.0,38183.0
529,2021-01-22,South Dakota,70643.0,13831.0
530,2021-01-22,Tennessee,401595.0,76162.0
531,2021-01-22,Texas,1644781.0,230596.0
532,2021-01-22,Utah,202729.0,20697.0
533,2021-01-22,Vermont,46447.0,7954.0
534,2021-01-22,Virginia,401448.0,46004.0
535,2021-01-22,Washington,403135.0,62152.0
536,2021-01-22,West Virginia,180762.0,35390.0
537,2021-01-22,Wisconsin,260821.0,37901.0
538,2021-01-22,Wyoming,34547.0,4515.0
539,2021-01-23,Alabama,221540.0,27422.0
540,2021-01-23,Alaska,88344.0,15206.0
541,2021-01-23,Arizona,360958.0,55014.0
542,2021-01-23,Arkansas,201676.0,31600.0
543,2021-01-23,California,2008220.0,341731.0
544,2021-01-23,Colorado,377283.0,62086.0
545,2021-01-23,Connecticut,306796.0,37098.0
546,2021-01-23,Delaware,60023.0,10448.0
547,2021-01-23,Florida,1489003.0,152209.0
548,2021-01-23,Georgia,604067.0,59965.0
549,2021-01-23,Hawaii,84792.0,16802.0
550,2021-01-23,Idaho,82640.0,13711.0
551,2021-01-23,Illinois,654752.0,128907.0
552,2021-01-23,Indiana,446029.0,77985.0
553,2021-01-23,Iowa,180110.0,26426.0
554,2021-01-23,Kansas,144909.0,20883.0
555,2021-01-23,Kentucky,270960.0,25566.0
556,2021-01-23,Louisiana,315023.0,41788.0
557,2021-01-23,Maine,93003.0,17562.0
558,2021-01-23,Maryland,307411.0,34090.0
559,2021-01-23,Massachusetts,392967.0,57869.0
560,2021-01-23,Michigan,652661.0,105890.0
561,2021-01-23,Minnesota,305297.0,64768.0
562,2021-01-23,Mississippi,150524.0,13423.0
563,2021-01-23,Missouri,291723.0,68466.0
564,2021-01-23,Montana,72544.0,13235.0
565,2021-01-23,Nebraska,124069.0,19646.0
566,2021-01-23,Nevada,137031.0,20972.0
567,2021-01-23,New Hampshire,89816.0,13166.0
568,2021-01-23,New Jersey,500889.0,61506.0
569,2021-01-23,New Mexico,184698.0,33133.0
570,2021-01-23,North Carolina,577007.0,79197.0
571,2021-01-23,North Dakota,68999.0,14412.0
572,2021-01-23,Ohio,594924.0,59153.0
573,2021-01-23,Oklahoma,304806.0,39290.0
574,2021-01-23,Oregon,270463.0,37983.0
575,2021-01-23,Pennsylvania,695870.0,122849.0
576,2021-01-23,Rhode Island,63249.0,12580.0
577,2021-01-23,South Carolina,249155.0,40812.0
578,2021-01-23,South Dakota,77200.0,16164.0
579,2021-01-23,Tennessee,424152.0,87376.0
580,2021-01-23,Texas,1727869.0,251815.0
581,2021-01-23,Utah,202729.0,20697.0
582,2021-01-23,Vermont,49426.0,8877.0
583,2021-01-23,Virginia,429297.0,49007.0
584,2021-01-23,Washington,436997.0,67127.0
585,2021-01-23,West Virginia,194844.0,37979.0
586,2021-01-23,Wisconsin,285630.0,42229.0
587,2021-01-23,Wyoming,37559.0,4773.0
588,2021-01-24,Alabama,243737.0,29736.0
589,2021-01-24,Alaska,94257.0,16201.0
590,2021-01-24,Arizona,390623.0,58291.0
591,2021-01-24,Arkansas,214240.0,32572.0
592,2021-01-24,California,2199908.0,356382.0
593,2021-01-24,Colorado,434496.0,76902.0
594,2021-01-24,Connecticut,321737.0,40506.0
595,2021-01-24,Delaware,64186.0,11464.0
596,2021-01-24,Florida,1544794.0,156226.0
597,2021-01-24,Georgia,604067.0,59965.0
598,2021-01-24,Hawaii,84792.0,16802.0
599,2021-01-24,Idaho,87128.0,14059.0
600,2021-01-24,Illinois,699072.0,135330.0
601,2021-01-24,Indiana,446029.0,77985.0
602,2021-01-24,Iowa,191183.0,30949.0
603,2021-01-24,Kansas,151249.0,22610.0
604,2021-01-24,Kentucky,299493.0,29346.0
605,2021-01-24,Louisiana,334086.0,42520.0
606,2021-01-24,Maine,99815.0,19151.0
607,2021-01-24,Maryland,338544.0,37507.0
608,2021-01-24,Massachusetts,419806.0,63096.0
609,2021-01-24,Michigan,695273.0,111243.0
610,2021-01-24,Minnesota,321180.0,67716.0
611,2021-01-24,Mississippi,177636.0,15918.0
612,2021-01-24,Missouri,317737.0,73248.0
613,2021-01-24,Montana,76590.0,14071.0
614,2021-01-24,Nebraska,132846.0,22175.0
615,2021-01-24,Nevada,152203.0,22068.0
616,2021-01-24,New Hampshire,93338.0,13355.0
617,2021-01-24,New Jersey,535625.0,65164.0
618,2021-01-24,New Mexico,200141.0,34878.0
619,2021-01-24,North Carolina,636439.0,83752.0
620,2021-01-24,North Dakota,73175.0,15589.0
621,2021-01-24,Ohio,647104.0,71344.0
622,2021-01-24,Oklahoma,322810.0,41289.0
623,2021-01-24,Oregon,285922.0,40348.0
624,2021-01-24,Pennsylvania,744591.0,131908.0
625,2021-01-24,Rhode Island,67566.0,13260.0
626,2021-01-24,South Carolina,278795.0,43810.0
627,2021-01-24,South Dakota,80441.0,17293.0
