ID,Confirmed,Deaths
118,1548043,26879
119,1521902,26302
120,1510703,25443
121,1459369,26003
122,1517830,26552
123,1492858,26457
124,1495219,26758
125,1535159,26328
126,1509977,26287
127,1499071,26376
128,1522750,26502
129,1522016,26582
130,1520989,26407
131,1521854,26225
132,1509116,26020
133,1531037,26751
134,1550727,26427
135,1476828,24987
136,1505725,25926
137,1556421,26643
138,1534909,25877
139,1480496,25713
140,1441230,25311
141,1497165,26130
142,1542378,26423
143,1509647,25982
144,1548783,26307
145,1491345,26303
146,1520091,26166
147,1508055,26019
148,1527147,26543
149,1495759,26100
150,2046161,35144
151,2062071,36189
152,2030041,34786
153,2036872,35100
154,2016616,34370
155,2041382,35049
156,1983468,34310
157,1989092,34494
158,2019522,35449
159,2041621,35533
160,2007162,34729
161,2016984,35747
162,2078587,35582
163,1979321,34799
164,2038639,35648
165,2023562,34654
166,2042652,35240
167,2079679,36055
168,2064145,35907
169,2032363,35209
170,2015973,34181
171,1963875,34863
172,2026802,35486
173,1999806,35392
174,2002540,35730
175,2048136,35268
176,2016930,35166
177,2006735,35274
178,2031868,35414
179,2033273,35561
180,2031493,35326
181,2032570,35151
182,2016225,34863
183,2041087,35713
184,2063158,35359
185,1979434,33715
186,2010854,34739
187,2073220,35650
188,2044391,34696
189,1985189,34516
190,1939826,34035
191,2005548,35031
192,2052772,35324
193,2017827,34861
194,2063110,35274
195,1997907,35220
196,2027439,34995
197,2016872,34893
198,2038138,35499
199,2002510,34999
200,2559546,44103
201,2576167,45208
202,2539587,43696
203,2549040,44054
204,2525136,43245
205,2551184,43974
206,2491109,43186
207,2495328,43367
208,2530487,44415
209,2554867,44528
210,2516554,43624
211,2527665,44736
212,2593424,44599
213,2486041,43702
214,2550174,44647
215,2533828,43535
216,2555296,44207
217,2596208,45125
218,2580494,44958
219,2544550,44170
220,2523487,43012
221,2472595,43789
222,2537893,44460
223,2509626,44370
224,2512871,44735
225,2562014,44256
226,2526272,44099
227,2516968,44224
228,2542700,44371
229,2546360,44576
230,2543477,44292
231,2544928,44129
232,2525658,43772
233,2552596,44705
234,2576290,44339
235,2485753,42555
236,2518452,43624
237,2590113,44694
238,2555118,43585
239,2493274,43400
240,2443476,42858
241,2516507,43989
242,2564244,44275
243,2528342,43807
244,2577841,44283
245,2507368,44189
246,2536593,43887
247,2527935,43834
248,2550642,44496
249,2512190,43955
250,3074089,53107
251,3091045,54243
252,3051010,52660
253,3062621,53053
254,3035831,52186
255,3062644,52946
256,3001463,52126
257,3004422,52305
258,3043216,53418
259,3069290,53554
260,3027851,52575
261,3040377,53757
262,3108804,53646
263,2995877,52662
264,3063342,53676
265,3045688,52478
266,3069269,53215
267,3113110,54210
268,3097252,54030
269,3058271,53174
270,3033237,51918
271,2984230,52767
272,3050816,53469
273,3021732,53385
274,3025533,53769
275,3076859,53282
276,3037749,53080
277,3029294,53220
278,3055201,53367
279,3060982,53622
280,3056858,53299
281,3058762,53147
282,3037158,52734
283,3065618,53726
284,3090471,53358
285,2995126,51478
286,3028385,52568
287,3107337,53764
288,3067313,52531
289,3004008,52347
290,2950957,51760
291,3029429,52990
292,3077105,53269
293,3040863,52802
294,3093268,53325
295,3019135,53197
296,3047621,52833
297,3040876,52827
298,3064582,53525
299,3024205,52954
300,3589710,62148
301,3606745,63296
302,3564141,61667
303,3577467,62087
304,3548461,61179
305,3575730,61958
306,3513962,61117
307,3515905,61293
308,3557436,62451
309,3584776,62606
310,3540807,61571
311,3554740,62804
312,3624919,62717
313,3508156,61667
314,3577957,62729
315,3559042,61470
316,3584443,62255
317,3630513,63308
318,3614493,63118
319,3573308,62212
320,3545021,60882
321,3497951,61786
322,3565256,62507
323,3535662,62430
324,3539988,62828
325,3592644,62338
326,3551042,62099
327,3543319,62251
328,3569201,62397
329,3576856,62692
330,3571507,62337
331,3573874,62197
332,3550426,61739
333,3580027,62772
334,3605741,62408
335,3506973,60461
336,3540383,61559
337,3624992,62855
338,3580950,61524
339,3516830,61345
340,3461392,60723
341,3543889,62027
342,3591346,62298
343,3555055,61835
344,3609475,62392
345,3532745,62237
346,3560389,61825
347,3555366,61859
348,3579790,62582
349,3538067,61988
350,4106279,71216
351,4123225,72367
352,4078743,70708
353,4093401,71149
354,4062734,70211
355,4090269,71003
356,4028166,70147
357,4029343,70322
358,4072902,71511
359,4101193,71681
360,4055191,70603
361,4070423,71875
362,4141783,71807
363,4022337,70708
364,4093792,71803
365,4073733,70500
366,4100655,71321
367,4148427,72418
368,4132228,72219
369,4089445,71278
370,4058562,69891
371,4013213,70836
372,4080931,71570
373,4051042,71500
374,4055818,71907
375,4109286,71417
376,4065836,71149
377,4058711,71311
378,4084486,71455
379,4093735,71783
380,4087263,71402
381,4090066,71271
382,4065167,70779
383,4095632,71839
384,4122008,71482
385,4020796,69488
386,4054132,70589
387,4143097,71961
388,4095885,70555
389,4031310,70380
390,3974124,69733
391,4059579,71090
392,4106819,71356
393,4070606,70898
394,4126434,71478
395,4047832,71303
396,4074678,70854
397,4071122,70922
398,4096072,71661
399,4053384,71049
400,4623651,80306
401,4640404,81453
402,4594570,79776
403,4610246,80233
404,4578362,79274
405,4606042,80073
406,4543724,79207
407,4544354,79381
408,4589395,80592
409,4618405,80773
410,4570780,79663
411,4587149,80964
412,4659328,80912
413,4537991,79778
414,4610624,80896
415,4589580,79561
416,4617738,80409
417,4666811,81537
418,4650428,81332
419,4606488,80365
420,4573568,78936
421,4529637,79911
422,4597601,80652
423,4567568,80589
424,4572704,81002
425,4626676,80514
426,4581852,80224
427,4575200,80393
428,4600840,80534
429,4611414,80888
430,4603960,80487
431,4607151,80364
432,4581117,79846
433,4612235,80925
434,4639131,80575
435,4536176,78550
436,4569326,79648
437,4661623,81079
438,4611937,79615
439,4547103,79445
440,4488643,78779
441,4576257,80174
442,4623338,80437
443,4587247,79983
444,4644065,80580
445,4564095,80389
446,4590252,79913
447,4587899,80009
448,4613241,80757
449,4569840,80131
450,5141684,89413
451,5158191,90555
452,5111395,88865
453,5127842,89334
454,5095083,88360
455,5122832,89164
456,5060356,88290
457,5060612,88464
458,5106727,89689
459,5136281,89880
460,5087372,88745
461,5104697,90068
462,5177461,90029
463,5054782,88868
464,5128258,90003
465,5106396,88646
466,5135537,89512
467,5185602,90665
468,5169042,90455
469,5124265,89468
470,5089770,88008
471,5046956,89005
472,5115070,89751
473,5084995,89694
474,5090404,90111
475,5144698,89626
476,5098848,89318
477,5092561,89493
478,5118070,89631
479,5129723,90007
480,5121438,89589
481,5124963,89473
482,5098042,88935
483,5129655,90026
484,5156967,89683
485,5052771,87637
486,5085687,88731
487,5180523,90206
488,5128918,88698
489,5063937,88532
490,5004552,87853
491,5093732,89275
492,5140715,89536
493,5104753,89086
494,5162269,89694
495,5081292,89491
496,5106881,88995
497,5105492,89112
498,5131128,89868
499,5087190,89231
500,5660255,98533
501,5676497,99668
502,5629023,97970
503,5646050,98448
504,5612670,97464
505,5640442,98271
506,5577837,97391
507,5577852,97566
508,5624737,98801
509,5654705,98999
510,5604786,97845
511,5622891,99185
512,5696084,99155
513,5572447,97976
514,5646528,99121
515,5624007,97748
516,5653915,98629
517,5704736,99799
518,5688016,99585
519,5642631,98585
520,5606931,97101
521,5564970,98115
522,5633179,98864
523,5603127,98812
524,5608733,99232
525,5663243,98748
526,5616623,98427
527,5610615,98606
528,5636005,98743
529,5648529,99135
530,5639554,98704
531,5643361,98593
532,5615750,98040
533,5647733,99139
534,5675380,98803
535,5570307,96742
536,5602979,97832
537,5699741,99341
538,5646657,97800
539,5581592,97637
540,5521538,96947
541,5611849,98390
542,5658783,98650
543,5622939,98202
544,5680950,98819
545,5599226,98606
546,5624364,98096
547,5623732,98230
548,5649590,98990
549,5605240,98344
550,6179255,107662
551,6195236,108791
552,6147290,107088
553,6164751,107573
554,6130937,106582
555,6158705,107390
556,6095988,106506
557,6095855,106681
558,6143290,107924
559,6173572,108127
560,6122865,106958
561,6141593,108311
562,6215106,108288
563,6090783,107096
564,6165301,108249
565,6142261,106864
566,6172758,107755
567,6224153,108939
568,6207292,108721
569,6161468,107712
570,6124852,106211
571,6083528,107235
572,6151800,107987
573,6121806,107939
574,6127548,108360
575,6182213,107880
576,6135012,107548
577,6129216,107731
578,6154503,107865
579,6167723,108270
580,6158184,107829
581,6162227,107723
582,6134077,107158
583,6166336,108263
584,6194255,107933
585,6088564,105861
586,6121006,106947
587,6219223,108481
588,6165006,106915
589,6099890,106754
590,6039356,106058
591,6130479,107514
592,6177400,107774
593,6141658,107329
594,6200018,107951
595,6117739,107731
596,6142526,107210
597,6142483,107357
598,6168508,108121
599,6123836,107468
600,6698595,116799
601,6714332,117922
602,6666059,116216
603,6683845,116706
604,6649732,115711
605,6677481,116519
606,6614666,115631
607,6614449,115807
608,6662274,117055
609,6692796,117262
610,6641477,116082
611,6660693,117445
612,6734449,117427
613,6609633,116226
614,6684467,117385
615,6661025,115991
616,6691970,116890
617,6743800,118083
618,6726818,117863
619,6680676,116847
620,6643368,115333
621,6602512,116365
622,6670829,117118
623,6640909,117074
624,6646742,117496
625,6701523,117018
626,6653884,116678
627,6648245,116863
628,6673448,116996
629,6687219,117412
630,6677225,116961
631,6681463,116860
632,6652894,116286
633,6685357,117395
634,6713497,117069
635,6607373,114991
636,6639606,116072
637,6738921,117626
638,6683839,116042
639,6618691,115882
640,6557813,115180
641,6649518,116647
642,6696449,116907
643,6660790,116464
644,6719398,117090
645,6636705,116864
646,6661225,116336
647,6661632,116492
648,6687784,117258
649,6642859,116600
650,7218202,125942
651,7233720,127059
652,7185223,125351
653,7203250,125845
654,7168934,124847
655,7196658,125655
656,7133756,124764
657,7133498,124942
658,7181598,126192
659,7212302,126403
660,7160510,125215
661,7180106,126585
662,7254047,126571
663,7128876,125363
664,7203940,126526
665,7180190,125126
666,7211471,126030
667,7263631,127230
668,7246548,127008
669,7200175,125988
670,7162349,124464
671,7121832,125502
672,7190180,126255
673,7160340,126215
674,7166229,126637
675,7221103,126161
676,7173131,125815
677,7167610,126002
678,7192743,126134
679,7206950,126558
680,7196591,126100
681,7200989,126002
682,7172094,125421
683,7204706,126533
684,7233026,126211
685,7126600,124129
686,7158652,125206
687,7258793,126774
688,7203054,125176
689,7137884,125018
690,7076761,124312
691,7168881,125786
692,7215835,126047
693,7180242,125604
694,7239026,126233
695,7156023,126004
696,7180342,125470
697,7181093,125634
698,7207340,126401
699,7162215,125738
700,7738016,135089
701,7753344,136201
702,7704695,134492
703,7722902,134990
704,7688449,133989
705,7716144,134797
706,7653169,133904
707,7652895,134083
708,7701189,135335
709,7732032,135549
710,7679876,134354
711,7699763,135729
712,7773846,135719
713,7648419,134505
714,7723652,135671
715,7699668,134267
716,7731200,135175
717,7783608,136381
718,7766442,136157
719,7719903,135133
720,7681688,133602
721,7641414,134644
722,7709786,135398
723,7680023,135360
724,7685945,135783
725,7740894,135309
726,7692669,134958
727,7687236,135146
728,7712313,135277
729,7726861,135707
730,7716213,135244
731,7720741,135149
732,7691593,134563
733,7724314,135676
734,7752779,135358
735,7646143,133272
736,7678043,134346
737,7778802,135925
738,7722566,134317
739,7657381,134159
740,7596082,133451
741,7688499,134930
742,7735483,135191
743,7699942,134750
744,7758849,135381
745,7675616,135148
746,7699785,134610
747,7700794,134779
748,7727115,135548
749,7681830,134882
750,8257993,144239
751,8273157,145348
752,8224404,143638
753,8242746,144137
754,8208202,143135
755,8235870,143943
756,8172831,143049
757,8172558,143228
758,8220987,144482
759,8251936,144698
760,8199502,143498
761,8219611,144877
762,8293804,144870
763,8168191,143652
764,8243548,144820
765,8219387,143413
766,8251105,144324
767,8303701,145533
768,8286468,145308
769,8239808,144282
770,8201303,142746
771,8161201,143791
772,8229592,144545
773,8199900,144509
774,8205838,144931
775,8260850,144459
776,8212433,144105
777,8207066,144294
778,8232097,144423
779,8246911,144859
780,8236033,144392
781,8240668,144299
782,8211324,143709
783,8244124,144823
784,8272706,144507
785,8165925,142419
786,8197698,143492
787,8298921,145078
788,8242309,143463
789,8177112,143305
790,8115688,142595
791,8208316,144077
792,8255333,144339
793,8219831,143899
794,8278825,144531
795,8195419,144295
796,8219478,143756
797,8220683,143928
798,8247057,144697
799,8201646,144029
800,8778092,153392
801,8793120,154497
802,8744298,152787
803,8762740,153288
804,8728136,152285
805,8755780,153093
806,8692688,152197
807,8692423,152377
808,8740948,153633
809,8771976,153849
810,8719330,152645
811,8739607,154028
812,8813885,154022
813,8688137,152802
814,8763585,153972
815,8739294,152562
816,8771147,153475
817,8823886,154688
818,8806598,154461
819,8759851,153433
820,8721130,151893
821,8681150,152940
822,8749555,153695
823,8719924,153661
824,8725869,154083
825,8780933,153612
826,8732370,153255
827,8727051,153445
828,8752046,153573
829,8767067,154013
830,8756010,153542
831,8760731,153451
832,8731234,152858
833,8764091,153973
834,8792767,153659
835,8685886,151570
836,8717555,152640
837,8819125,154232
838,8762231,152612
839,8697023,152454
840,8635511,151743
841,8728290,153228
842,8775337,153491
843,8739866,153051
844,8798920,153684
845,8715386,153446
846,8739364,152904
847,8740714,153080
848,8767130,153850
849,8721619,153179
850,9298286,162546
851,9313201,163649
852,9264334,161939
853,9282850,162441
854,9248208,161438
855,9275830,162245
856,9212694,161348
857,9212442,161528
858,9261034,162785
859,9292122,163003
860,9239315,161796
861,9259718,163181
862,9334062,163177
863,9208215,161955
864,9283731,163126
865,9259342,161714
866,9291295,162629
867,9344141,163843
868,9326810,163616
869,9280000,162587
870,9241118,161044
871,9201223,162092
872,9269640,162847
873,9240060,162814
874,9246006,163236
875,9301114,162766
876,9252440,162407
877,9247156,162598
878,9272123,162726
879,9287305,163168
880,9276107,162695
881,9280897,162605
882,9251282,162010
883,9284180,163125
884,9312931,162813
885,9205981,160723
886,9237566,161792
887,9339396,163388
888,9282290,161764
889,9217073,161606
890,9155498,160894
891,9248385,162380
892,9295460,162644
893,9260011,162204
894,9319107,162838
895,9235478,162599
896,9259397,162056
897,9260855,162234
898,9287303,163004
899,9241713,162332
900,9818552,171702
901,9833375,172803
902,9784479,171092
903,9803050,171596
904,9768384,170592
905,9795987,171399
906,9732815,170501
907,9732577,170682
908,9781216,171939
909,9812349,172158
910,9759420,170949
911,9779918,172335
912,9854312,172332
913,9728393,171109
914,9803960,172281
915,9779499,170868
916,9811525,171784
917,9864451,173000
918,9847086,172772
919,9800230,171742
920,9761229,170197
921,9721393,171246
922,9789820,172001
923,9760282,171969
924,9766226,172391
925,9821371,171922
926,9772611,171561
927,9767354,171752
928,9792298,171880
929,9807604,172325
930,9796297,171850
931,9801142,171761
932,9771436,171164
933,9804363,172279
934,9833174,171969
935,9726177,169878
936,9757694,170945
937,9859718,172545
938,9802453,170917
939,9737229,170760
940,9675609,170047
941,9768573,171535
942,9815673,171799
943,9780241,171359
944,9839365,171993
945,9755666,171753
946,9779542,171210
947,9781080,171389
948,9807552,172160
949,9761900,171486
950,10338873,180859
951,10353622,181958
952,10304707,180247
953,10323319,180752
954,10288638,179748
955,10316226,180554
956,10253025,179656
957,10252800,179837
958,10301472,181095
959,10332639,181314
960,10279618,180104
961,10300187,181491
962,10374619,181489
963,10248648,180265
964,10324253,181437
965,10299738,180023
966,10331817,180940
967,10384804,182157
968,10367412,181929
969,10320523,180898
970,10281433,179352
971,10241638,180401
972,10310073,181157
973,10280569,181126
974,10286509,181547
975,10341685,181079
976,10292860,180717
977,10287622,180908
978,10312549,181036
979,10327950,181482
980,10316559,181005
981,10321447,180917
982,10291671,180319
983,10324619,181435
984,10353477,181125
985,10246448,179034
986,10277911,180100
987,10380080,181703
988,10322696,180073
989,10257465,179915
990,10195814,179202
991,10288833,180691
992,10335954,180955
993,10300535,180516
994,10359679,181150
995,10275927,180909
996,10299772,180365
997,10301369,180545
998,10327860,181316
999,10282159,180642
1000,10859236,190017
1001,10873926,191115
1002,10824998,189404
1003,10843641,189908
1004,10808951,188904
1005,10836527,189711
1006,10773302,188812
1007,10773089,188994
1008,10821784,190251
1009,10852977,190471
1010,10799887,189260
1011,10820508,190648
1012,10894970,190646
1013,10768960,189421
1014,10844594,190594
1015,10820040,189180
1016,10852157,190097
1017,10905189,191315
1018,10887776,191086
1019,10840864,190055
1020,10801708,188508
1021,10761941,189558
1022,10830382,190313
1023,10800906,190283
1024,10806841,190704
1025,10862042,190236
1026,10813168,189873
1027,10807944,190065
1028,10832858,190192
1029,10848332,190640
1030,10836876,190162
1031,10841798,190075
1032,10811968,189475
1033,10844931,190591
1034,10873826,190283
1035,10766775,188191
1036,10798196,189256
1037,10900473,190861
1038,10843000,189229
1039,10777763,189072
1040,10716089,188358
1041,10809148,189847
1042,10856287,190112
1043,10820877,189673
1044,10880035,190308
1045,10796243,190066
1046,10820066,189521
1047,10821707,189703
1048,10848212,190474
1049,10802473,189798
1050,11379630,199175
1051,11394273,200272
1052,11345338,198561
1053,11364004,199066
1054,11329308,198062
1055,11356874,198868
1056,11293631,197969
1057,11293428,198151
1058,11342139,199409
1059,11373351,199629
1060,11320210,198416
1061,11340870,199805
1062,11415354,199804
1063,11289316,198579
1064,11364972,199752
1065,11340389,198337
1066,11372533,199255
1067,11425599,200474
1068,11408170,200245
1069,11361241,199213
1070,11322036,197665
1071,11282288,198715
1072,11350735,199471
1073,11321280,199441
1074,11327211,199862
1075,11382432,199394
1076,11333520,199031
1077,11328307,199223
1078,11353211,199350
1079,11368741,199799
1080,11357235,199320
1081,11362183,199233
1082,11332312,198633
1083,11365285,199749
1084,11394209,199441
1085,11287144,197349
1086,11318532,198414
1087,11420889,200019
1088,11363350,198387
1089,11298108,198229
1090,11236418,197515
1091,11329506,199005
1092,11376659,199270
1093,11341256,198831
1094,11400423,199466
1095,11316602,199224
1096,11340409,198678
1097,11342082,198860
1098,11368598,199632
1099,11322829,198956
1100,11900048,208333
1101,11914654,209430
1102,11865714,207719
1103,11884398,208224
1104,11849699,207220
1105,11877257,208026
1106,11813999,207127
1107,11813805,207309
1108,11862527,208567
1109,11893753,208787
1110,11840574,207574
1111,11861263,208964
1112,11935764,208963
1113,11809705,207737
1114,11885377,208911
1115,11860773,207495
1116,11892937,208413
1117,11946029,209632
1118,11928587,209403
1119,11881646,208371
1120,11842405,206822
1121,11802670,207873
1122,11871121,208629
1123,11841683,208599
1124,11847609,209020
1125,11902847,208553
1126,11853906,208189
1127,11848701,208381
1128,11873597,208508
1129,11889170,208958
1130,11877626,208478
1131,11882594,208391
1132,11852692,207791
1133,11885672,208907
1134,11914619,208599
1135,11807544,206507
1136,11838906,207572
1137,11941323,209178
1138,11883735,207545
1139,11818488,207387
1140,11756787,206673
1141,11849896,208163
1142,11897061,208428
1143,11861663,207989
1144,11920836,208624
1145,11836993,208382
1146,11860789,207836
1147,11862485,208019
1148,11889009,208790
1149,11843217,208114
1150,12420484,217492
1151,12435062,218588
1152,12386118,216877
1153,12404816,217383
1154,12370115,216379
1155,12397666,217185
1156,12334398,216285
1157,12334210,216467
1158,12382941,217725
1159,12414176,217946
1160,12360968,216732
1161,12381678,218122
1162,12456194,218122
1163,12330120,216895
1164,12405804,218069
1165,12381183,216654
1166,12413363,217572
1167,12466472,218791
1168,12449022,218562
1169,12402070,217530
1170,12362804,215981
1171,12323078,217031
1172,12391531,217787
1173,12362108,217758
1174,12368029,218179
1175,12423282,217712
1176,12374317,217347
1177,12369118,217539
1178,12394008,217666
1179,12409614,218117
1180,12398041,217636
1181,12403023,217550
1182,12373102,216949
1183,12406084,218065
1184,12435046,217758
1185,12327966,215666
1186,12359308,216730
1187,12461771,218337
1188,12404146,216703
1189,12338894,216545
1190,12277186,215831
1191,12370310,217321
1192,12417484,217587
1193,12382090,217148
1194,12441267,217783
1195,12357408,217540
1196,12381196,216995
1197,12382910,217178
1198,12409439,217949
1199,12363628,217272
1200,12940934,226651
1201,12955489,227747
1202,12906543,226036
1203,12925251,226542
1204,12890549,225538
1205,12918095,226344
1206,12854819,225444
1207,12854636,225626
1208,12903373,226884
1209,12934616,227105
1210,12881386,225891
1211,12902112,227281
1212,12976638,227281
1213,12850553,226054
1214,12926246,227228
1215,12901614,225813
1216,12933804,226731
1217,12986927,227951
1218,12969470,227721
1219,12922512,226689
1220,12883226,225139
1221,12843506,226190
1222,12911961,226946
1223,12882548,226917
1224,12888466,227338
1225,12943730,226871
1226,12894748,226506
1227,12889554,226698
1228,12914439,226825
1229,12930070,227276
1230,12918474,226795
1231,12923469,226709
1232,12893530,226108
1233,12926515,227224
1234,12955490,226917
1235,12848406,224825
1236,12879733,225889
1237,12982229,227497
1238,12924577,225862
1239,12859322,225704
1240,12797608,224989
1241,12890743,226480
1242,12937924,226746
1243,12902533,226307
1244,12961713,226942
1245,12877842,226699
1246,12901624,226154
1247,12903351,226337
1248,12929884,227108
1249,12884060,226431
1250,13461394,235811
1251,13475931,236906
1252,13426984,235195
1253,13445700,235701
1254,13410997,234697
1255,13438540,235503
1256,13375257,234603
1257,13375078,234785
1258,13423819,236043
1259,13455068,236264
1260,13401822,235050
1261,13422560,236440
1262,13497093,236440
1263,13371000,235213
1264,13446700,236388
1265,13422060,234972
1266,13454257,235890
1267,13507391,237110
1268,13489928,236880
1269,13442965,235848
1270,13403665,234298
1271,13363949,235349
1272,13432406,236105
1273,13403001,236076
1274,13408916,236497
1275,13464189,236030
1276,13415194,235665
1277,13410003,235857
1278,13434884,235984
1279,13450534,236435
1280,13438921,235954
1281,13443926,235869
1282,13413973,235267
1283,13446960,236383
1284,13475946,236076
1285,13368859,233984
1286,13400174,235048
1287,13502695,236656
1288,13445023,235021
1289,13379765,234863
1290,13318047,234148
1291,13411190,235639
1292,13458377,235905
1293,13422988,235467
1294,13482170,236101
1295,13398290,235858
1296,13422068,235313
1297,13423804,235496
1298,13450340,236267
1299,13404506,235590
1300,13981861,244970
1301,13996385,246065
1302,13947437,244354
1303,13966159,244860
1304,13931456,243856
1305,13958996,244662
1306,13895708,243762
1307,13895532,243944
1308,13944276,245203
1309,13975529,245423
1310,13922271,244209
1311,13943018,245599
1312,14017557,245599
1313,13891458,244373
1314,13967163,245547
1315,13942517,244131
1316,13974719,245050
1317,14027861,246270
1318,14010394,246040
1319,13963428,245008
1320,13924117,243457
1321,13884403,244508
1322,13952862,245264
1323,13923463,245235
1324,13929376,245656
1325,13984655,245190
1326,13935651,244825
1327,13930462,245017
1328,13955340,245143
1329,13971005,245595
1330,13959379,245114
1331,13964391,245028
1332,13934428,244426
1333,13967416,245542
1334,13996410,245236
1335,13889321,243144
1336,13920627,244207
1337,14023167,245816
1338,13965480,244180
1339,13900220,244022
1340,13838498,243308
1341,13931648,244799
1342,13978839,245065
1343,13943452,244626
1344,14002635,245261
1345,13918748,245018
1346,13942523,244472
1347,13944266,244655
1348,13970805,245427
1349,13924963,244750
1350,14502334,254130
1351,14516848,255225
1352,14467900,253514
1353,14486626,254020
1354,14451923,253016
1355,14479460,253821
1356,14416168,252921
1357,14415995,253104
1358,14464741,254362
1359,14495997,254583
1360,14442731,253368
1361,14463484,254759
1362,14538027,254759
1363,14411924,253532
1364,14487633,254707
1365,14462982,253290
1366,14495188,254209
1367,14548336,255429
1368,14530866,255199
1369,14483897,254167
1370,14444578,252617
1371,14404866,253668
1372,14473326,254424
1373,14443932,254395
1374,14449843,254816
1375,14505127,254350
1376,14456116,253984
1377,14450929,254176
1378,14475805,254303
1379,14491480,254755
1380,14479845,254273
1381,14484862,254188
1382,14454892,253586
1383,14487881,254702
1384,14516881,254395
1385,14409790,252303
1386,14441089,253366
1387,14543643,254975
1388,14485945,253340
1389,14420683,253182
1390,14358959,252467
1391,14452114,253958
1392,14499308,254224
1393,14463922,253786
1394,14523106,254420
1395,14439214,254177
1396,14462987,253631
1397,14464735,253815
1398,14491276,254586
1399,14445428,253909
1400,15022811,263290
1401,15037317,264384
1402,14988369,262673
1403,15007098,263179
1404,14972396,262175
1405,14999931,262981
1406,14936636,262081
1407,14936465,262263
1408,14985212,263522
1409,15016471,263743
1410,14963198,262528
1411,14983956,263919
1412,15058502,263919
1413,14932396,262692
1414,15008108,263866
1415,14983454,262450
1416,15015662,263369
1417,15068815,264589
1418,15051342,264359
1419,15004372,263327
1420,14965046,261776
1421,14925336,262827
1422,14993797,263583
1423,14964406,263554
1424,14970316,263975
1425,15025604,263509
1426,14976587,263144
1427,14971402,263336
1428,14996276,263462
1429,15011959,263914
1430,15000317,263433
1431,15005338,263347
1432,14975362,262745
1433,15008352,263861
1434,15037356,263555
1435,14930265,261463
1436,14961558,262526
1437,15064123,264135
1438,15006416,262499
1439,14941153,262341
1440,14879427,261627
1441,14972586,263118
1442,15019782,263384
1443,14984397,262945
1444,15043582,263580
1445,14959686,263337
1446,14983458,262791
1447,14985209,262974
1448,15011752,263746
1449,14965899,263069
1450,15543292,272449
1451,15557791,273544
1452,15508844,271833
1453,15527575,272339
1454,15492873,271335
1455,15520407,272141
1456,15457109,271240
1457,15456940,271423
1458,15505688,272681
1459,15536949,272902
1460,15483671,271687
1461,15504432,273078
1462,15578981,273078
1463,15452872,271851
1464,15528587,273026
1465,15503930,271610
1466,15536140,272528
1467,15589296,273749
1468,15571822,273519
1469,15524850,272487
1470,15485520,270936
1471,15445811,271987
1472,15514272,272743
1473,15484884,272714
1474,15490793,273135
1475,15546084,272669
1476,15497063,272303
1477,15491879,272496
1478,15516752,272622
1479,15532441,273074
1480,15520793,272592
1481,15525817,272507
1482,15495837,271905
1483,15528828,273021
1484,15557835,272714
1485,15450744,270622
1486,15482033,271685
1487,15584605,273295
1488,15526892,271659
1489,15461628,271501
1490,15399901,270786
1491,15493062,272277
1492,15540260,272543
1493,15504876,272105
1494,15564061,272740
1495,15480162,272496
1496,15503933,271951
1497,15505687,272134
1498,15532231,272906
1499,15486375,272228
