Province_State,2021-01-12,2021-01-13,2021-01-14,2021-01-15,2021-01-16,2021-01-17,2021-01-18,2021-01-19,2021-01-20,2021-01-21,2021-01-22,2021-01-23,2021-01-24,2021-01-25,2021-01-26,2021-01-27,2021-01-28,2021-01-29,2021-01-30,2021-01-31,2021-02-01,2021-02-02,2021-02-03,2021-02-04,2021-02-05,2021-02-06,2021-02-07,2021-02-08,2021-02-09,2021-02-10,2021-02-11,2021-02-12,2021-02-13,2021-02-14,2021-02-15,2021-02-16,2021-02-17,2021-02-18,2021-02-19,2021-02-20,2021-02-21,2021-02-22,2021-02-23,2021-02-24,2021-02-25,2021-02-26,2021-02-27,2021-02-28,2021-03-01,2021-03-02,2021-03-03,2021-03-04,2021-03-05,2021-03-06,2021-03-07,2021-03-08,2021-03-09,2021-03-10,2021-03-11,2021-03-12,2021-03-13,2021-03-14,2021-03-15,2021-03-16,2021-03-17,2021-03-18,2021-03-19,2021-03-20,2021-03-21,2021-03-22,2021-03-23,2021-03-24,2021-03-25,2021-03-26,2021-03-27,2021-03-28,2021-03-29,2021-03-30,2021-03-31
Arizona,13.363112634745521,13.37192293346396,13.383251167804849,13.397244364460715,13.410398387566268,13.420811784321417,13.42879310910443,13.438195493272456,13.445236419874547,13.458754182138627,13.470258692950273,13.480538395668775,13.490576499809604,13.497913459830912,13.504415187583378,13.512460331390367,13.518764868079423,13.525507126575814,13.532325027564383,13.538972822728221,13.543893417365515,13.547740910702233,13.550737394427744,13.55647684106074,13.56142185637201,13.56588698509561,13.567866813045972,13.570744925150487,13.576325273317954,13.578833338304767,13.581188509409223,13.58425040598555,13.58650485778149,13.588949925071024,13.590626743269768,13.59204320423172,13.593686136215963,13.595111985745385,13.597500059961808,13.60004247473616,13.602277732758578,13.604141168361657,13.605602776118523,13.607217441075141,13.608373220995132,13.610365311055844,13.611811726767856,13.6131287326875,13.614399987993737,13.61543757272666,13.6170047396858,13.618411144542911,13.621179171003599,13.623284109284786,13.624900748299973,13.625847719785629,13.6265280663173,13.627530220428625,13.62997102904743,13.631386978502313,13.631701895977306,13.632481550986439,13.633247399465105,13.633843586882339,13.634377095107123,13.634717432523795,13.635224128892352,13.636103948580097,13.63668767367173,13.637266277769662,13.637872018706698,13.63859436582887,13.638759059552621,13.639440221514771,13.640365190619287,13.641025019230717,13.64174390342016,13.64244087033412,13.643311990384502
Tennessee,13.40131999353775,13.408293916817303,13.415753627169174,13.424007524872165,13.431094359043817,13.437644079787365,13.441183586816035,13.444542524172977,13.450647900278323,13.455664878265857,13.461472135346671,13.46719628033397,13.471212983092995,13.473622884297784,13.476404656289851,13.481165856534197,13.483645292934115,13.490461626243063,13.493572388234327,13.497866748770411,13.499686865260673,13.502662460880323,13.50519698071272,13.509489346794297,13.51309650075198,13.517392890270937,13.520603783422807,13.522248948806872,13.524440084694136,13.528375002811371,13.530536814675868,13.53351893084086,13.535891888722048,13.537671879955099,13.539179814707031,13.540447200255372,13.541473632283841,13.542862900184472,13.544585958152103,13.546334848183985,13.547811488696826,13.549054935293496,13.55065399028772,13.55277732543644,13.555367125622544,13.557405410567165,13.55918243925902,13.560624759927576,13.56151339149997,13.562343271343892,13.564399537566011,13.566343821740826,13.568195976761784,13.569874690381381,13.571507195732153,13.572043118521059,13.573748503002676,13.57547259638826,13.577392953006322,13.579348887442507,13.579348887442507,13.579348887442507,13.58332121657651,13.585012528653639,13.587309237673134,13.588139332616596,13.59064302144118,13.59064302144118,13.59064302144118,13.59442239289581,13.596240744031908,13.597967544320163,13.599853909715405,13.600822408772697,13.600822408772697,13.600822408772697,13.60441044245961,13.605443633661633,13.607062250695646
Michigan,13.253656517008372,13.259127788188948,13.264858971251627,13.270050355303095,13.273857961501736,13.273857961501736,13.279587614725129,13.282224578268101,13.287657452620651,13.29190866413755,13.296183902603394,13.299248516957606,13.299248516957606,13.304841588594009,13.308293415790423,13.311716819108822,13.315441870350984,13.318962522616415,13.32144207904379,13.32144207904379,13.325648651873951,13.327984707319256,13.330776567702362,13.333832648718602,13.336667980051335,13.338580596967736,13.338580596967736,13.342003197815854,13.343476067916043,13.345460527642025,13.347868936979422,13.350316145873023,13.351818170865629,13.351818170865629,13.354124094073642,13.355905475939425,13.357867027015816,13.35976322311473,13.36208396723526,13.363378280537502,13.363378280537502,13.365982270867805,13.368774917257689,13.371207423468906,13.373696249959583,13.375649638123013,13.377859494668352,13.377859494668352,13.38074433441047,13.383277359951983,13.385900799606949,13.388704339701858,13.391445029619344,13.394027342222817,13.394027342222817,13.397501097436285,13.399829948848444,13.403886019451432,13.407755830677473,13.412172186747146,13.415165818366148,13.415165818366148,13.420862236910834,13.424680335582666,13.43025975710635,13.434834155390382,13.441276639286064,13.44599784710963,13.44599784710963,13.454309673103413,13.46080367612024,13.468150665337893,13.476386408127476,13.484859743934333,13.492133602641298,13.492133602641298,13.504817757760549,13.513384674080081,13.522952617765707
Indiana,13.254229884876379,13.260593712685317,13.268185182536167,13.276218585012542,13.282865274058357,13.288237073375099,13.29246051957556,13.29705086873009,13.301870978736648,13.307909728953899,13.313689273187755,13.318785058577065,13.322917702459343,13.326493717751282,13.329291364213255,13.332911133708734,13.33746830538756,13.341701296477487,13.34544292667045,13.348196109628153,13.350919454537818,13.353322705804178,13.355587152125402,13.35928043695595,13.36165110733895,13.36607475337261,13.368773354055469,13.370386840840428,13.372148859664959,13.374375784263727,13.377016448432197,13.379214008152386,13.38111805823292,13.38299691425722,13.384193653171382,13.385544231448703,13.386962066761125,13.388123408187154,13.389709060134107,13.391872823386496,13.393217653359835,13.39446317433378,13.395497134454736,13.397027077372714,13.398673028311128,13.400104198961719,13.401422882135213,13.402528266497326,13.40334404552085,13.404154633014713,13.405302218498914,13.406710394737045,13.407972302370135,13.409820924652212,13.410939550029397,13.411649662418787,13.412505920414318,13.413785945471817,13.415144925400808,13.416560182825354,13.41780526446755,13.418839171500588,13.419453059205177,13.420286332554408,13.421624651398632,13.423044100156025,13.424315151652317,13.425627417982394,13.426763914242848,13.427517422108124,13.42849421992457,13.429917192410834,13.43131611670179,13.432931553642812,13.434362870119422,13.435743897887784,13.43678572066029,13.437836671429483,13.439358590857442
Wisconsin,13.227173741756674,13.232151875063893,13.237763130854074,13.242573687068488,13.246836870840058,13.250170668574125,13.252226048492323,13.25561548103131,13.258850397854484,13.263322863307481,13.26731530672828,13.270790279050544,13.27315642669369,13.275046695468411,13.277728177032621,13.280393949278054,13.283769387837358,13.286834899352112,13.289567912287755,13.291500061182495,13.292818134758448,13.295001534382523,13.29758814478705,13.300469394617055,13.30285492742351,13.304713267130236,13.305989083425874,13.307002247153443,13.308439543489687,13.310096929562972,13.312461286509892,13.314282067370963,13.315710594268452,13.316636561451249,13.317337880321599,13.318619068333952,13.319885484897963,13.32130603521452,13.32281132078635,13.324144365354503,13.324881274828869,13.325651916050269,13.326805135282365,13.328175198240986,13.329744958959333,13.33103308619583,13.332441141868216,13.33322055945105,13.333759800591535,13.334741994165851,13.336002706344184,13.337382817311077,13.338545151686386,13.339530706623883,13.340140555459813,13.34044292828459,13.341410550003951,13.342544144003295,13.343588289306519,13.344721019973148,13.345580526010192,13.346082762894213,13.346611917992963,13.347688547257317,13.348799103559058,13.349887719029113,13.350978333248486,13.35183883979157,13.35253497404962,13.353138533799706,13.353138533799706,13.355539632416594,13.35684085641544,13.358140389430503,13.359274124482187,13.360015567553608,13.360520065478525,13.361876217868383,13.363019877877713
Massachusetts,13.000263537742205,13.013548011730206,13.026739748479962,13.038825234475341,13.051354904528418,13.06078792869524,13.06778469202525,13.074279663640038,13.083707784540493,13.094336261532083,13.105121588361127,13.114520703880183,13.122439374516475,13.12971429309941,13.13465551853356,13.14119298244825,13.150241155866299,13.156287395494305,13.16419797906488,13.169296580392842,13.173862250659095,13.178106456797504,13.182739497758597,13.188005039857718,13.19414249702774,13.200856577518534,13.206585033405025,13.209098716298948,13.212015763856297,13.21575717666935,13.220210336860625,13.224582363621888,13.228336505376907,13.231716312737987,13.234532462062877,13.236721889400608,13.239145022948065,13.24276874950682,13.245987100765666,13.249462879698061,13.252136466445208,13.254350828764697,13.256516576667028,13.260186049305089,13.263852522957107,13.2672962751419,13.270233231217121,13.272762457344227,13.275159998049944,13.275676563774681,13.278929423598571,13.281605644502386,13.284839305977577,13.287762555002335,13.290175174930585,13.291844514391764,13.293974447833442,13.296761963527617,13.299796337792015,13.302783126908688,13.305712739159093,13.308525881639746,13.310443322808949,13.312433172256874,13.315258832968798,13.318454694409203,13.32200408806875,13.325888540449307,13.328839190518806,13.330799299846264,13.333751706027602,13.337179552162285,13.341060256911106,13.345486128502216,13.349589782516064,13.35273196516977,13.355111853391206,13.35835523460063,13.362294820183418
Virginia,12.91889499428334,12.930102993691035,12.94285386311018,12.954264201368824,12.97012553360585,12.992951487963019,13.00930889450041,13.019393335619133,13.029352951138488,13.0381227039228,13.047105205562946,13.057624302823926,13.065682966949616,13.07866224213323,13.08844872219452,13.099205286832575,13.10963268492551,13.118180641949998,13.126797531994221,13.131877969772914,13.137529783822089,13.142912784614495,13.148693672650358,13.154635001469403,13.164403190082938,13.17339293701692,13.17898186773403,13.182189562908249,13.188370195066781,13.19434909917695,13.201209677359795,13.20709048075966,13.212980744987943,13.217673557208654,13.220467831403887,13.223671894794034,13.227791290790877,13.231929636511401,13.235568840834114,13.238924333291997,13.243015183091114,13.245060541152895,13.248185126958798,13.251542562900175,13.255114715865696,13.258012525999852,13.260933305264563,13.263951477425113,13.265900792400526,13.268297536745894,13.27097129590026,13.273209746863262,13.276047091077004,13.278577070612497,13.280564699435132,13.282086502280062,13.284703290879692,13.28681962908104,13.288938270350403,13.291625023609496,13.293898637356229,13.295872888585922,13.297771088554171,13.299910220037898,13.302130006481638,13.305602846121538,13.308316664807323,13.310908858668173,13.312826699889907,13.314582458376675,13.316671145036072,13.31908902867532,13.321646929409509,13.324590497372855,13.327709489687958,13.32997411677287,13.331829822055147,13.33414988090285,13.335823394272044
Missouri,13.094903790268175,13.100771951160853,13.108061592693469,13.116421760908459,13.122097342020053,13.126482880587542,13.129817526078469,13.134499436623829,13.139482013860562,13.145360895597028,13.150400634333154,13.15478216365983,13.159163856460097,13.162506741707178,13.166720874662763,13.170883028798002,13.175949640927705,13.180637945889643,13.183554427005546,13.185803795847763,13.188890544873377,13.192219609421631,13.195251319910165,13.199339233245533,13.203388371707119,13.205588094036425,13.207068430205089,13.208818099490362,13.210839348019588,13.213470189970767,13.21599396566596,13.21796260633902,13.219441085119541,13.22044607386626,13.221631170062976,13.223042753605212,13.22476832968452,13.226699969030815,13.228361689626679,13.229783570469609,13.230821291168128,13.232506637484299,13.234689774874363,13.236277605533383,13.237978732003475,13.239235776334697,13.240368610595233,13.240894577560287,13.241904866075576,13.243057726627338,13.244288932079707,13.24562294500197,13.24672737759939,13.247835884265092,13.248498988534315,13.249410039539528,13.250592990400186,13.250654564100847,13.251493347966244,13.2529687433851,13.25428422379524,13.255154996463851,13.255855269248705,13.257025380647725,13.258370452995297,13.259617830828976,13.260736529769966,13.261860937007356,13.262566961371915,13.263103971178733,13.263987931866179,13.265450220947,13.267586899900678,13.269159651190986,13.27018837795628,13.27092302794414,13.271503812605692,13.272473333061797,13.27367746648076
South Carolina,12.792074385067039,12.80869045001014,12.82444509323934,12.8372593123673,12.854282604794173,12.869237309094155,12.877651390672026,12.884915505364683,12.89882975002034,12.91038971001574,12.921932430977858,12.933113877737675,12.944016311845782,12.951380494200299,12.956705408626775,12.965082470189822,12.974257722872732,12.984557720254816,12.994043523944923,13.002198256835127,13.007888115028988,13.012336435339156,13.018767969693169,13.025585921676976,13.038927419162293,13.045443455422797,13.052743166323895,13.057086450378886,13.061151583235944,13.067148720303498,13.07377799226624,13.081870495387278,13.0880638154986,13.096622916012105,13.100156622507907,13.103086771734512,13.106985745360006,13.112403946509755,13.118230850264304,13.124916116391912,13.13062912182136,13.133481343138175,13.136094670215625,13.140291700269247,13.145194746760518,13.148607955804218,13.15206391717345,13.155457670000725,13.15768611871144,13.159319990955826,13.161578321310198,13.164587268807793,13.167831840351438,13.170120627349107,13.172801706413116,13.174418681388808,13.175617847429141,13.177748887244999,13.179486346171664,13.1822931696473,13.185432068871311,13.1870681347239,13.188504987907239,13.189779005696925,13.192077855137523,13.194682178517107,13.197103435463944,13.20004823059937,13.202251611608991,13.20339759337102,13.204704365084842,13.206568487173476,13.209008854127287,13.211602437930123,13.214240397928478,13.216217952875953,13.217799003885345,13.218890997645396,13.220634623467147
Alabama,12.918652286843901,12.926338761070914,12.935030886825738,12.942109281938583,12.949632482830138,12.95417901785746,12.957557128101595,12.963470805891642,12.970740167498976,12.977423150827901,12.985599336827642,12.99326329486376,12.997187834373442,13.00134762213593,13.007872416917136,13.01497191187441,13.023062244329896,13.029333196426165,13.029333196426165,13.03819885337157,13.040851758074783,13.045350574928605,13.049915257702262,13.05584743579227,13.05904011753756,13.063275574077181,13.065632166417892,13.067588238953137,13.070368784532892,13.073315980153303,13.076468118948972,13.078762525433637,13.081243421831422,13.083481166952543,13.084881631370903,13.08671340157384,13.088119698244196,13.090596098271964,13.092343248768124,13.093937153553677,13.095699022206485,13.097088645415331,13.100064597309297,13.10261158881584,13.104425450473292,13.105929070940904,13.107623273882576,13.10877750597483,13.109825100706223,13.111144682517471,13.116657127684407,13.118509962528481,13.120136900643436,13.121186685373724,13.122003312588772,13.122549360108474,13.12359661665211,13.125157470288705,13.126881156853152,13.127772720491837,13.128953614012685,13.129684512374883,13.138689380003102,13.139649114497802,13.141139988329604,13.142262078516644,13.143302613417985,13.144297065709463,13.145026615132608,13.145650124179518,13.145669663634562,13.14746956299818,13.148302042616876,13.149163036904131,13.150120557699244,13.150740899685077,13.151184043212522,13.151885285761418,13.152677234326156
